text	curie	name	predicate	type	provenance	source
dynamic interfacial tension	goldbook:D01875	dynamic surface tension	oboInOwl:hasRelatedSynonym			goldbook
dynamic surface tension	goldbook:D01875	dynamic surface tension	rdfs:label		doi:10.1351/pac197231040577	goldbook
dyotropic rearrangement	goldbook:D01879	dyotropic rearrangement	rdfs:label		doi:10.1351/pac199466051077	goldbook
dypnones	goldbook:D01880	dypnones	rdfs:label		doi:10.1351/pac199567081307	goldbook
dose	goldbook:DT06810	dose	rdfs:label		doi:10.1351/pac200476051033	goldbook
disruptor	goldbook:DT06866	disruptor	rdfs:label		doi:10.1351/pac200274030493	goldbook
downstream	goldbook:DT06874	downstream	rdfs:label		doi:10.1351/pac199668071479	goldbook
dynamic membrane formation	goldbook:DT06875	dynamic membrane formation	rdfs:label		doi:10.1351/pac199668071479	goldbook
Donnan exclusion	goldbook:DT06889	Donnan exclusion	rdfs:label		doi:10.1351/pac199668071479	goldbook
dose-response and dose-effect relationships	goldbook:DT06906	dose-response and dose-effect relationships	rdfs:label		doi:10.1351/pac200173060993	goldbook
extraction isotherm	goldbook:DT06932	distribution isotherm	oboInOwl:hasRelatedSynonym			goldbook
distribution isotherm	goldbook:DT06932	distribution isotherm	rdfs:label		doi:10.1351/pac199668081591	goldbook
discriminant analysis	goldbook:DT06957	discriminant analysis	rdfs:label		doi:10.1351/pac199769051137	goldbook
docking studies	goldbook:DT06958	docking studies	rdfs:label		doi:10.1351/pac199769051137	goldbook
3D-QSAR	goldbook:DT06959	three-dimensional quantitative structure–activity relationships	oboInOwl:hasRelatedSynonym	omo:0003012		goldbook
three-dimensional quantitative structure–activity relationships	goldbook:DT06959	three-dimensional quantitative structure–activity relationships	rdfs:label		doi:10.1351/pac199769051137	goldbook
drug design	goldbook:DT06960	drug design	rdfs:label		doi:10.1351/pac199769051137	goldbook
degenerate orbitals	goldbook:DT07018	degenerate orbitals	rdfs:label		doi:10.1351/pac199971101919	goldbook
delocalization	goldbook:DT07019	delocalization	rdfs:label		doi:10.1351/pac199971101919	goldbook
DE	goldbook:DT07020	delocalization energy	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
delocalization energy	goldbook:DT07020	delocalization energy	rdfs:label		doi:10.1351/pac199971101919	goldbook
DRP	goldbook:DT07021	dynamic reaction path	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
dynamic reaction path	goldbook:DT07021	dynamic reaction path	rdfs:label		doi:10.1351/pac199971101919	goldbook
dopant	goldbook:DT07203	dopant	rdfs:label		doi:10.1351/pac200678112067	goldbook
doping	goldbook:DT07204	doping	rdfs:label		doi:10.1351/pac200678112067	goldbook
DAS	goldbook:DT07352	DAS	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
DAS	goldbook:DT07352	DAS	rdfs:label		doi:10.1351/pac200779030293	goldbook
Dauben–Salem–Turro rules	goldbook:DT07353	Dauben–Salem–Turro rules	rdfs:label		doi:10.1351/pac200779030293	goldbook
de Mayo reaction	goldbook:DT07354	de Mayo reaction	rdfs:label		doi:10.1351/pac200779030293	goldbook
dichroic mirror	goldbook:DT07356	dichroic mirror	rdfs:label		doi:10.1351/pac200779030293	goldbook
dichroism	goldbook:DT07357	dichroism	rdfs:label		doi:10.1351/pac200779030293	goldbook
biradicaloid	goldbook:DT07358	diradicaloid	oboInOwl:hasRelatedSynonym			goldbook
diradicaloid	goldbook:DT07358	diradicaloid	rdfs:label		doi:10.1351/pac200779030293	goldbook
di-π-silane rearrangement	goldbook:DT07360	di-π-silane rearrangement	rdfs:label		doi:10.1351/pac200779030293	goldbook
dose	goldbook:DT07361	dose	rdfs:label		doi:10.1351/pac200779030293	goldbook
downconversion	goldbook:DT07362	downconversion	rdfs:label		doi:10.1351/pac200779030293	goldbook
driving force	goldbook:DT07363	driving force	rdfs:label		doi:10.1351/pac200779030293	goldbook
Drude–Nernst equation	goldbook:DT07364	Drude–Nernst equation	rdfs:label		doi:10.1351/pac200779030293	goldbook
dual fluorescence	goldbook:DT07365	dual fluorescence	rdfs:label		doi:10.1351/pac200779030293	goldbook
dual-mode photochromism	goldbook:DT07366	dual-mode photochromism	rdfs:label		doi:10.1351/pac200779030293	goldbook
DCCA	goldbook:DT07534	drying control chemical additive	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
DCCA	goldbook:DT07534	drying control chemical additive	oboInOwl:hasRelatedSynonym	omo:0003012		goldbook
drying control chemical additive	goldbook:DT07534	drying control chemical additive	rdfs:label		doi:10.1351/pac200779101801	goldbook
densification	goldbook:DT07618	densification	rdfs:label		doi:10.1351/pac200779101801	goldbook
α-expulsion	goldbook:E00008	α-expulsion	rdfs:label		doi:10.1351/pac198860071055	goldbook
<i>E</i>, <i>Z</i>	goldbook:E01882	<i>E</i>, <i>Z</i>	rdfs:label		doi:10.1351/pac199668122193	goldbook
eclipsed	goldbook:E01884	eclipsed	rdfs:label		doi:10.1351/pac199668122193	goldbook
bond opposition strain	goldbook:E01886	eclipsing strain	oboInOwl:hasRelatedSynonym			goldbook
Pitzer strain	goldbook:E01886	eclipsing strain	oboInOwl:hasRelatedSynonym			goldbook
torsional strain	goldbook:E01886	eclipsing strain	oboInOwl:hasRelatedSynonym			goldbook
eclipsing strain	goldbook:E01886	eclipsing strain	rdfs:label		doi:10.1351/pac199668122193	goldbook
eddy	goldbook:E01888	eddy	rdfs:label		doi:10.1351/pac199062112167	goldbook
diffusion	goldbook:E01889	eddy dispersion	oboInOwl:hasRelatedSynonym			goldbook
eddy dispersion	goldbook:E01889	eddy dispersion	rdfs:label		doi:10.1351/pac199062112167	goldbook
educt	goldbook:E01890	educt	rdfs:label		doi:10.1351/pac199466051077	goldbook
effective cadmium cut-off energy	goldbook:E01891	effective cadmium cut-off energy	rdfs:label		doi:10.1351/pac198254081533	goldbook
effective charge	goldbook:E01892	effective charge	rdfs:label		doi:10.1351/pac199466051077	goldbook
stack height	goldbook:E01893	effective chimney height	oboInOwl:hasRelatedSynonym			goldbook
effective chimney height	goldbook:E01893	effective chimney height	rdfs:label		doi:10.1351/pac199062112167	goldbook
effective half life	goldbook:E01894	effective half life	rdfs:label		doi:10.1351/pac199466122513	goldbook
effective concentration	goldbook:E01896	effective molarity	oboInOwl:hasRelatedSynonym			goldbook
effective molarity	goldbook:E01896	effective molarity	rdfs:label		doi:10.1351/pac199466051077	goldbook
Westcott cross-section	goldbook:E01899	effective thermal cross-section	oboInOwl:hasRelatedSynonym			goldbook
effective thermal cross-section	goldbook:E01899	effective thermal cross-section	rdfs:label		doi:10.1351/pac199466122513	goldbook
effector	goldbook:E01901	effector	rdfs:label		doi:10.1351/pac199264010143	goldbook
efficiency	goldbook:E01902	efficiency	rdfs:label		doi:10.1351/pac199668122223	goldbook
efficiency of nebulization	goldbook:E01907	efficiency of nebulization	rdfs:label		doi:10.1351/pac198658121737	goldbook
efficiency spectrum	goldbook:E01908	efficiency spectrum	rdfs:label		doi:10.1351/pac199668122223	goldbook
efflorescence	goldbook:E01909	efflorescence	rdfs:label		doi:10.1351/pac199062112167	goldbook
effluent	goldbook:E01910	effluent	rdfs:label		doi:10.1351/pac199062112167	goldbook
effluent	goldbook:E01911	effluent	rdfs:label		doi:10.1351/pac199365040819	goldbook
eighteen-electron rule	goldbook:E01913	eighteen-electron rule	rdfs:label		doi:10.1351/pac199466051077	goldbook
einstein	goldbook:E01914	einstein	rdfs:label		doi:10.1351/pac199668122223	goldbook
elastic collision	goldbook:E01915	elastic collision	rdfs:label		doi:10.1351/pac199668010149	goldbook
elastic scattering	goldbook:E01916	elastic scattering	rdfs:label		doi:10.1351/pac198254081533,doi:10.1351/pac199668010149	goldbook
elastic scattering	goldbook:E01917	elastic scattering	rdfs:label		doi:10.1351/pac198557101453	goldbook
electrical hygrometer	goldbook:E01921	electrical hygrometer	rdfs:label		doi:10.1351/pac199062112167	goldbook
charge	goldbook:E01923	electric charge	oboInOwl:hasRelatedSynonym			goldbook
electric charge	goldbook:E01923	electric charge	rdfs:label		doi:10.1351/pac199668040957	goldbook
conductance	goldbook:E01925	electric conductance	oboInOwl:hasRelatedSynonym			goldbook
electric conductance	goldbook:E01925	electric conductance	rdfs:label		doi:10.1351/pac199668040957	goldbook
electric current	goldbook:E01927	electric current	rdfs:label		doi:10.1351/pac199668040957	goldbook
electric current density	goldbook:E01928	electric current density	rdfs:label		doi:10.1351/pac199668040957	goldbook
electric field strength	goldbook:E01931	electric field	oboInOwl:hasRelatedSynonym			goldbook
electric field	goldbook:E01931	electric field	rdfs:label		doi:10.1351/pac199668040957	goldbook
emf	goldbook:E01934	electric potential difference	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
electric potential difference	goldbook:E01934	electric potential difference	rdfs:label		doi:10.1039/9781847557889,doi:10.1351/pac199668040957	goldbook
electric resistance	goldbook:E01936	electric resistance	rdfs:label		doi:10.1351/pac199668040957	goldbook
electric sector	goldbook:E01938	electric sector	rdfs:label		doi:10.1351/pac199163101541	goldbook
electrified interphase	goldbook:E01939	electrified interphase	rdfs:label		doi:10.1351/pac198658030437	goldbook
depolarizer	goldbook:E01940	electroactive substance	oboInOwl:hasRelatedSynonym			goldbook
electroactive substance	goldbook:E01940	electroactive substance	rdfs:label		doi:10.1351/pac198557101491	goldbook
electrocapillarity	goldbook:E01941	electrocapillarity	rdfs:label		doi:10.1351/pac198658030437	goldbook
electrocapillary equation	goldbook:E01942	electrocapillary equation	rdfs:label		doi:10.1351/pac198658030437	goldbook
electrochemical detector	goldbook:E01943	electrochemical detector	rdfs:label		doi:10.1351/pac199062112167	goldbook
electrochemical method of detection	goldbook:E01944	electrochemical method of detection	rdfs:label		doi:10.1351/pac199062112167	goldbook
electrocyclic reaction	goldbook:E01948	electrocyclic reaction	rdfs:label		doi:10.1351/pac199466051077	goldbook
electrophoresis convection	goldbook:E01950	electrodecantation	oboInOwl:hasRelatedSynonym			goldbook
electrodecantation	goldbook:E01950	electrodecantation	rdfs:label		doi:10.1351/pac197231040577	goldbook
electrode current density	goldbook:E01952	electrode current density	rdfs:label		doi:10.1351/pac198153101827	goldbook
electrodeposition	goldbook:E01955	electrodeposition	rdfs:label		doi:10.1351/pac197231040577	goldbook
electrode potential	goldbook:E01956	electrode potential	rdfs:label		doi:10.1351/pac199668040957	goldbook
electrode process	goldbook:E01959	electrode process	rdfs:label		doi:10.1351/pac198052010233	goldbook
electrode reaction	goldbook:E01960	electrode reaction	rdfs:label		doi:10.1351/pac198052010233	goldbook
electrode reaction rate constants	goldbook:E01961	electrode reaction rate constants	rdfs:label		doi:10.1351/pac197437040499,doi:10.1351/pac198052010233	goldbook
electrofuge	goldbook:E01965	electrofuge	rdfs:label		doi:10.1351/pac199466051077	goldbook
ECL	goldbook:E01966	electrogenerated chemiluminescence	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
electrochemiluminescence	goldbook:E01966	electrogenerated chemiluminescence	oboInOwl:hasRelatedSynonym			goldbook
electroluminescence	goldbook:E01966	electrogenerated chemiluminescence	oboInOwl:hasRelatedSynonym			goldbook
electrogenerated chemiluminescence	goldbook:E01966	electrogenerated chemiluminescence	rdfs:label		doi:10.1351/pac199668122223	goldbook
electrographite	goldbook:E01967	electrographite	rdfs:label		doi:10.1351/pac199567030473	goldbook
ζ-potential	goldbook:E01968	electrokinetic potential	oboInOwl:hasRelatedSynonym			goldbook
electrokinetic potential	goldbook:E01968	electrokinetic potential	rdfs:label		doi:10.1351/pac199466040891,doi:10.1351/pac199668040957	goldbook
electrolytic hygrometer	goldbook:E01972	electrolytic hygrometer	rdfs:label		doi:10.1351/pac199062112167	goldbook
tautomeric effect	goldbook:E01973	electromeric effect	oboInOwl:hasRelatedSynonym			goldbook
electromeric effect	goldbook:E01973	electromeric effect	rdfs:label		doi:10.1351/pac199466051077	goldbook
electromotive force	goldbook:E01974	electromotive force	rdfs:label		doi:10.1351/pac199668040957	goldbook
electron acceptor	goldbook:E01976	electron acceptor	rdfs:label		doi:10.1351/pac199466051077	goldbook
electron affinity	goldbook:E01977	electron affinity	rdfs:label		doi:10.1351/pac199163101541,doi:10.1351/pac199466051077	goldbook
electron attachment	goldbook:E01979	electron attachment	rdfs:label		doi:10.1351/pac199163101541,doi:10.1351/pac199466051077	goldbook
electron capture	goldbook:E01980	electron capture	rdfs:label		doi:10.1351/pac198254081533	goldbook
electron capture detector	goldbook:E01981	electron capture detector	rdfs:label		doi:10.1351/pac199062112167	goldbook
electron charge	goldbook:E01982	electron charge	rdfs:label		doi:10.1351/pac199062112167	goldbook
electron correlation	goldbook:E01984	electron correlation	rdfs:label		doi:10.1351/pac199668122223	goldbook
electron-deficient bond	goldbook:E01985	electron-deficient bond	rdfs:label		doi:10.1351/pac199466051077	goldbook
electron density	goldbook:E01986	electron density	rdfs:label		doi:10.1351/pac199466051077	goldbook
electron detachment	goldbook:E01987	electron detachment	rdfs:label		doi:10.1351/pac199466051077	goldbook
electron donor	goldbook:E01988	electron donor	rdfs:label		doi:10.1351/pac199466051077	goldbook
electronegativity	goldbook:E01990	electronegativity	rdfs:label		doi:10.1351/pac199466051077	goldbook
electron energy	goldbook:E01991	electron energy	rdfs:label		doi:10.1351/pac199163101541	goldbook
electroneutrality principle	goldbook:E01992	electroneutrality principle	rdfs:label		doi:10.1351/pac199466051077	goldbook
electron exchange excitation transfer	goldbook:E01993	electron exchange excitation transfer	rdfs:label		doi:10.1351/pac199668122223	goldbook
electronically excited state	goldbook:E01994	electronically excited state	rdfs:label		doi:10.1351/pac199668122223	goldbook
electronic effect of substituents: symbols and signs	goldbook:E01996	electronic effect of substituents: symbols and signs	rdfs:label		doi:10.1351/pac199466051077	goldbook
electronic energy hopping	goldbook:E01997	electronic energy migration	oboInOwl:hasRelatedSynonym			goldbook
energy migration	goldbook:E01997	electronic energy migration	oboInOwl:hasRelatedSynonym			goldbook
electronic energy migration	goldbook:E01997	electronic energy migration	rdfs:label		doi:10.1351/pac199668122223	goldbook
electron impact ionization	goldbook:E01999	electron ionization	oboInOwl:hasRelatedSynonym			goldbook
electron impact	goldbook:E01999	electron ionization	oboInOwl:hasRelatedSynonym			goldbook
electron ionization	goldbook:E01999	electron ionization	rdfs:label		doi:10.1351/pac199163101541	goldbook
electron jump	goldbook:E02000	electron jump	rdfs:label		doi:10.1351/pac198153030753	goldbook
electron kinetic energy	goldbook:E02001	electron kinetic energy	rdfs:label		doi:10.1351/pac197645030221	goldbook
electron-pair acceptor	goldbook:E02003	electron-pair acceptor	rdfs:label		doi:10.1351/pac199466051077	goldbook
electron-pair donor	goldbook:E02004	electron-pair donor	rdfs:label		doi:10.1351/pac199466051077	goldbook
EPR	goldbook:E02005	electron paramagnetic resonance	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
electron paramagnetic resonance	goldbook:E02005	electron paramagnetic resonance	rdfs:label		doi:10.1351/pac198961122195	goldbook
EPMA	goldbook:E02006	electron probe microanalysis	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
electron probe microanalysis	goldbook:E02006	electron probe microanalysis	rdfs:label		doi:10.1351/pac198355122023	goldbook
EPXMA	goldbook:E02007	electron probe X-ray microanalysis	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
electron probe X-ray microanalysis	goldbook:E02007	electron probe X-ray microanalysis	rdfs:label		doi:10.1351/pac198355122023	goldbook
electron rest mass	goldbook:E02008	electron rest mass	rdfs:label		doi:10.6028/jres.092.010	goldbook
ESCA	goldbook:E02009	electron spectroscopy for chemical analysis	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
electron spectroscopy for chemical analysis	goldbook:E02009	electron spectroscopy for chemical analysis	rdfs:label		doi:10.1351/pac197645030221	goldbook
electron stopping power	goldbook:E02010	electron stopping power	rdfs:label		doi:10.1351/pac198052112541	goldbook
electron transfer	goldbook:E02011	electron transfer	rdfs:label		doi:10.1351/pac199466051077,doi:10.1351/pac199668122223	goldbook
electron-transfer catalysis	goldbook:E02012	electron-transfer catalysis	rdfs:label		doi:10.1351/pac199466051077	goldbook
electron transfer photosensitization	goldbook:E02013	electron transfer photosensitization	rdfs:label		doi:10.1351/pac199668122223	goldbook
electronvolt	goldbook:E02014	electronvolt	rdfs:label		doi:10.1103/RevModPhys.80.633,doi:10.1351/pac199668040957	goldbook
electron work function	goldbook:E02015	electron work function	rdfs:label		doi:10.1351/pac198658030437	goldbook
electro-osmotic pressure	goldbook:E02017	electro-osmotic pressure	rdfs:label		doi:10.1351/pac197231040577	goldbook
electro-osmotic volume flow	goldbook:E02019	electro-osmotic volume flow	rdfs:label		doi:10.1351/pac197231040577	goldbook
electrophilic	goldbook:E02020	electrophile	oboInOwl:hasRelatedSynonym			goldbook
electrophile	goldbook:E02020	electrophile	rdfs:label		doi:10.1351/pac199466051077	goldbook
