text	curie	name	predicate	type	provenance	source
darkness reaction	goldbook:D01518	dark reaction	oboInOwl:hasRelatedSynonym			goldbook
dark reaction	goldbook:D01518	dark reaction	rdfs:label		doi:10.1351/pac199062112167	goldbook
data reduction	goldbook:D01521	data reduction	rdfs:label		doi:10.1351/pac199163101541	goldbook
dative bond	goldbook:D01523	dative bond	rdfs:label		doi:10.1351/pac199971101919	goldbook
daughter ion	goldbook:D01524	daughter ion	rdfs:label		doi:10.1351/pac199163101541	goldbook
daughter product	goldbook:D01525	daughter product	rdfs:label		doi:10.1351/pac199466122513	goldbook
factor-group splitting	goldbook:D01526	Davydov splitting	oboInOwl:hasRelatedSynonym			goldbook
Davydov splitting	goldbook:D01526	Davydov splitting	rdfs:label		doi:10.1351/pac199668122223	goldbook
day	goldbook:D01527	day	rdfs:label		doi:10.1351/pac199668040957	goldbook
deactivation	goldbook:D01528	deactivation	rdfs:label		doi:10.1351/pac199668122223	goldbook
dead time	goldbook:D01529	dead time	rdfs:label		doi:10.1351/pac199466122513	goldbook
dead time	goldbook:D01530	dead time	rdfs:label		doi:10.1351/pac199062112167	goldbook
dead time correction	goldbook:D01531	dead time correction	rdfs:label		doi:10.1351/pac199466122513	goldbook
dead-volume	goldbook:D01532	dead-volume	rdfs:label		doi:10.1351/pac199365040819	goldbook
Debye–Hückel equation	goldbook:D01534	Debye–Hückel equation	rdfs:label		doi:10.1351/pac198456050567	goldbook
decadic absorbance	goldbook:D01536	decadic absorbance	rdfs:label		doi:10.1351/pac198557010105	goldbook
radioactive chain	goldbook:D01537	decay chain	oboInOwl:hasRelatedSynonym			goldbook
radioactive series	goldbook:D01537	decay chain	oboInOwl:hasRelatedSynonym			goldbook
decay chain	goldbook:D01537	decay chain	rdfs:label		doi:10.1351/pac199466122513	goldbook
decay curve	goldbook:D01539	decay curve	rdfs:label		doi:10.1351/pac199466122513	goldbook
decay rate	goldbook:D01541	decay rate	rdfs:label		doi:10.1351/pac199062112167	goldbook
decay scheme	goldbook:D01543	decay scheme	rdfs:label		doi:10.1351/pac198254081533	goldbook
time of deactivation	goldbook:D01544	decay time	oboInOwl:hasRelatedSynonym			goldbook
decay time	goldbook:D01544	decay time	rdfs:label		doi:10.1351/pac197646010071	goldbook
decomposition	goldbook:D01547	decomposition	rdfs:label		doi:10.1351/pac199466030577	goldbook
decontamination factor	goldbook:D01549	decontamination factor	rdfs:label		doi:10.1351/pac199365112373	goldbook
definitive method	goldbook:D01553	definitive method	rdfs:label		doi:10.1351/pac199567101699	goldbook
peptization	goldbook:D01555	deflocculation	oboInOwl:hasRelatedSynonym			goldbook
deflocculation	goldbook:D01555	deflocculation	rdfs:label		doi:10.1351/pac197231040577	goldbook
degenerate chain branching	goldbook:D01557	degenerate chain branching	rdfs:label		doi:10.1351/pac199668010149	goldbook
degenerate rearrangement	goldbook:D01559	degenerate rearrangement	rdfs:label		doi:10.1351/pac199466051077	goldbook
degree	goldbook:D01560	degree	rdfs:label		doi:10.1351/pac199668040957	goldbook
degree Celsius	goldbook:D01561	degree Celsius	rdfs:label		doi:10.1351/pac199668040957	goldbook
degree of association	goldbook:D01564	degree of association	rdfs:label		doi:10.1351/pac197231040577	goldbook
degree of dissociation	goldbook:D01566	degree of dissociation	rdfs:label		doi:10.1351/pac199668040957	goldbook
degree of polymerization	goldbook:D01569	degree of polymerization	rdfs:label		doi:10.1351/pac199668122287	goldbook
degrees of freedom	goldbook:D01572	degrees of freedom	rdfs:label		doi:10.1351/pac199466030595	goldbook
dehydroarenes	goldbook:D01574	dehydroarenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
dehydrobenzenes	goldbook:D01575	dehydrobenzenes	rdfs:label		doi:10.1351/pac199567081307	goldbook
delayed coincidence	goldbook:D01576	delayed coincidence	rdfs:label		doi:10.1351/pac198254081533	goldbook
delayed coke	goldbook:D01577	delayed coke	rdfs:label		doi:10.1351/pac199567030473	goldbook
delayed coking process	goldbook:D01578	delayed coking process	rdfs:label		doi:10.1351/pac199567030473	goldbook
delayed fluorescence	goldbook:D01579	delayed fluorescence	rdfs:label		doi:10.1351/pac198456020231	goldbook
delayed luminescence	goldbook:D01580	delayed luminescence	rdfs:label		doi:10.1351/pac198860071055	goldbook
delayed neutrons	goldbook:D01581	delayed neutrons	rdfs:label		doi:10.1351/pac198254081533	goldbook
deliquescence	goldbook:D01582	deliquescence	rdfs:label		doi:10.1351/pac199062112167	goldbook
delocalization	goldbook:D01583	delocalization	rdfs:label		doi:10.1351/pac199466051077	goldbook
demister	goldbook:D01585	demister	rdfs:label		doi:10.1351/pac199062112167	goldbook
denaturation	goldbook:D01586	denaturation	rdfs:label		doi:10.1351/pac199264010143,doi:10.1351/pac199466122587	goldbook
denaturation	goldbook:D01587	denaturation	rdfs:label		doi:10.1351/pac199365092003	goldbook
denitrification	goldbook:D01589	denitrification	rdfs:label		doi:10.1351/pac199264010143	goldbook
mass density	goldbook:D01590	density	oboInOwl:hasRelatedSynonym			goldbook
specific weight	goldbook:D01590	density	oboInOwl:hasRelatedSynonym			goldbook
density	goldbook:D01590	density	rdfs:label		doi:10.1351/pac199668040957	goldbook
density inversion	goldbook:D01591	density inversion	rdfs:label		doi:10.1351/pac199365112373	goldbook
denticity	goldbook:D01594	denticity	rdfs:label		doi:10.1515/pac-2014-0718	goldbook
denuder system	goldbook:D01595	denuder system	rdfs:label		doi:10.1351/pac199062112167	goldbook
deodorizer	goldbook:D01596	deodorizer	rdfs:label		doi:10.1351/pac199062112167	goldbook
DNA	goldbook:D01597	deoxyribonucleic acids	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
deoxyribonucleic acids	goldbook:D01597	deoxyribonucleic acids	rdfs:label		doi:10.1351/pac199264010143	goldbook
depolymerization	goldbook:D01600	depolymerization	rdfs:label		doi:10.1351/pac199668122287	goldbook
deposition	goldbook:D01601	deposition	rdfs:label		doi:10.1351/pac199062112167	goldbook
deposition velocity	goldbook:D01602	deposition velocity	rdfs:label		doi:10.1351/pac199062112167	goldbook
depsides	goldbook:D01603	depsides	rdfs:label		doi:10.1351/pac199567081307	goldbook
depsipeptides	goldbook:D01604	depsipeptides	rdfs:label		doi:10.1351/pac199567081307	goldbook
depth of penetration	goldbook:D01605	depth of penetration	rdfs:label		doi:10.1351/pac199668122223	goldbook
depth profile	goldbook:D01606	depth profile	rdfs:label		doi:10.1351/pac197951112243	goldbook
depth resolution	goldbook:D01607	depth resolution	rdfs:label		doi:10.1351/pac197951112243	goldbook
derivative spectroscopy	goldbook:D01610	derivative spectroscopy	rdfs:label		doi:10.1351/pac198860091449	goldbook
derived coherent unit	goldbook:D01611	derived coherent unit	rdfs:label		doi:10.1351/pac197951122451	goldbook
derived kind of quantity	goldbook:D01612	derived kind of quantity	rdfs:label		doi:10.1351/pac197951122451	goldbook
derived non-coherent unit	goldbook:D01613	derived non-coherent unit	rdfs:label		doi:10.1351/pac197951122451	goldbook
derived quantity	goldbook:D01614	derived quantity	rdfs:label		doi:10.1351/pac199668040957	goldbook
derived unit	goldbook:D01615	derived unit	rdfs:label		doi:10.1351/pac199668040957	goldbook
descending elution/development	goldbook:D01616	descending elution/development	rdfs:label		doi:10.1351/pac199365040819	goldbook
desiccant	goldbook:D01618	desiccant	rdfs:label		doi:10.1351/pac199365092003	goldbook
desorption	goldbook:D01620	desorption	rdfs:label		doi:10.1351/pac197231040577	goldbook
desorption by displacement	goldbook:D01621	desorption by displacement	rdfs:label		doi:10.1351/pac197231040577	goldbook
desulfurization	goldbook:D01622	desulfurization	rdfs:label		doi:10.1351/pac199062112167	goldbook
desymmetrization	goldbook:D01623	desymmetrization	rdfs:label		doi:10.1351/pac199668122193	goldbook
desymmetrization step	goldbook:D01624	desymmetrization step	rdfs:label		doi:10.1351/pac199668122193	goldbook
detachment	goldbook:D01625	detachment	rdfs:label		doi:10.1351/pac199466051077	goldbook
principle of detailed balancing	goldbook:D01626	detailed balancing	oboInOwl:hasRelatedSynonym			goldbook
detailed balancing	goldbook:D01626	detailed balancing	rdfs:label		doi:10.1351/pac199466051077	goldbook
detection efficiency	goldbook:D01627	detection efficiency	rdfs:label		doi:10.1351/pac198254081533	goldbook
detection limit	goldbook:D01629	detection limit	rdfs:label		doi:10.1351/pac198961091657	goldbook
detergent	goldbook:D01643	detergent	rdfs:label		doi:10.1351/pac197231040577	goldbook
detoxification	goldbook:D01644	detoxification	rdfs:label		doi:10.1351/pac199365092003	goldbook
deuteriation	goldbook:D01645	deuteriation	rdfs:label		doi:10.1351/pac198860071115,doi:10.1351/pac199163101541	goldbook
deuterium	goldbook:D01648	deuterium	rdfs:label		doi:10.1351/pac198860071115	goldbook
deuteron	goldbook:D01649	deuteron	rdfs:label		doi:10.1351/pac198860071115	goldbook
deviation	goldbook:D01650	deviation	rdfs:label		doi:10.1351/pac199466030595	goldbook
dew point	goldbook:D01652	dew point	rdfs:label		doi:10.1351/pac199062112167	goldbook
dew point hygrometer	goldbook:D01653	dew point hygrometer	rdfs:label		doi:10.1351/pac199062112167	goldbook
electron exchange excitation transfer	goldbook:D01654	Dexter excitation transfer	oboInOwl:hasRelatedSynonym			goldbook
Dexter excitation transfer	goldbook:D01654	Dexter excitation transfer	rdfs:label		doi:10.1351/pac199668122223	goldbook
dextrans	goldbook:D01655	dextrans	rdfs:label		doi:10.1351/pac199567081307	goldbook
dextrins	goldbook:D01656	dextrins	rdfs:label		doi:10.1351/pac199567081307	goldbook
diabatic coupling	goldbook:D01658	diabatic coupling	rdfs:label		doi:10.1351/pac199668010149	goldbook
non-adiabatic electron transfer	goldbook:D01659	diabatic electron transfer	oboInOwl:hasRelatedSynonym			goldbook
diabatic electron transfer	goldbook:D01659	diabatic electron transfer	rdfs:label		doi:10.1351/pac199668122223	goldbook
nonadiabatic photoreaction	goldbook:D01660	diabatic photoreaction	oboInOwl:hasRelatedSynonym			goldbook
diabatic photoreaction	goldbook:D01660	diabatic photoreaction	rdfs:label		doi:10.1351/pac199668122223	goldbook
diacylamines	goldbook:D01661	diacylamines	rdfs:label		doi:10.1351/pac199567081307	goldbook
diagram level	goldbook:D01663	diagram level	rdfs:label		doi:10.1351/pac199163050735	goldbook
dialysis residue	goldbook:D01665	dialysate	oboInOwl:hasRelatedSynonym			goldbook
residue	goldbook:D01665	dialysate	oboInOwl:hasRelatedSynonym			goldbook
dialysate	goldbook:D01665	dialysate	rdfs:label		doi:10.1351/pac197231040577	goldbook
dialysis	goldbook:D01666	dialysis	rdfs:label		doi:10.1351/pac197231040577	goldbook
diamagnetic	goldbook:D01668	diamagnetic	rdfs:label		doi:10.1351/pac199466051077	goldbook
diamidides	goldbook:D01670	diamidides	rdfs:label		doi:10.1351/pac199567081307	goldbook
diamond	goldbook:D01671	diamond	rdfs:label		doi:10.1351/pac199567030473	goldbook
CVD	goldbook:D01672	diamond by CVD	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
CVD diamond	goldbook:D01672	diamond by CVD	oboInOwl:hasRelatedSynonym			goldbook
low-pressure diamond	goldbook:D01672	diamond by CVD	oboInOwl:hasRelatedSynonym			goldbook
diamond by CVD	goldbook:D01672	diamond by CVD	rdfs:label		doi:10.1351/pac199567030473	goldbook
DLC	goldbook:D01673	diamond-like carbon films	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
diamond-like carbon films	goldbook:D01673	diamond-like carbon films	rdfs:label		doi:10.1351/pac199567030473	goldbook
dianions	goldbook:D01674	dianions	rdfs:label		doi:10.1351/pac199567081307	goldbook
diastereoisomeric excess	goldbook:D01675	diastereoisomer excess	oboInOwl:hasRelatedSynonym			goldbook
diastereoisomer excess	goldbook:D01675	diastereoisomer excess	rdfs:label		doi:10.1351/pac199668122193	goldbook
diastereoisomerization	goldbook:D01678	diastereoisomerization	rdfs:label		doi:10.1351/pac199668122193	goldbook
diastereoisomerism	goldbook:D01679	diastereoisomerism	rdfs:label		doi:10.1351/pac199466051077,doi:10.1351/pac199668122193	goldbook
diastereomeric ratio	goldbook:D01681	diastereomeric ratio	rdfs:label		doi:10.1351/pac199668122193	goldbook
diastereomorphism	goldbook:D01683	diastereomorphism	rdfs:label		doi:10.1351/pac199668122193	goldbook
diastereotopic	goldbook:D01685	diastereotopic	rdfs:label		doi:10.1351/pac199668122193	goldbook
diazenyl radicals	goldbook:D01688	diazenyl radicals	rdfs:label		doi:10.1351/pac199567081307	goldbook
diazoamino compounds	goldbook:D01689	diazoamino compounds	rdfs:label		doi:10.1351/pac199567081307	goldbook
diazotates	goldbook:D01690	diazoates	oboInOwl:hasRelatedSynonym			goldbook
diazoates	goldbook:D01690	diazoates	rdfs:label		doi:10.1351/pac199567081307	goldbook
diazo compounds	goldbook:D01691	diazo compounds	rdfs:label		doi:10.1351/pac199567081307	goldbook
diazonium salts	goldbook:D01692	diazonium salts	rdfs:label		doi:10.1351/pac199567081307	goldbook
diazooxides	goldbook:D01693	diazooxides	rdfs:label		doi:10.1351/pac199567081307	goldbook
dicarbenium ions	goldbook:D01695	dicarbenium ions	rdfs:label		doi:10.1351/pac199567081307	goldbook
dichotomous sampler	goldbook:D01696	dichotomous sampler	rdfs:label		doi:10.1351/pac199062112167	goldbook
dienes	goldbook:D01699	dienes	rdfs:label		doi:10.1351/pac199567081307	goldbook
dienophile	goldbook:D01700	dienophile	rdfs:label		doi:10.1351/pac199466051077	goldbook
difference absorption spectroscopy	goldbook:D01701	difference absorption spectroscopy	rdfs:label		doi:10.1351/pac198860091449	goldbook
differential capacitance	goldbook:D01702	differential capacitance	rdfs:label		doi:10.1351/pac197437040499,doi:10.1351/pac198355081251	goldbook
differential detector	goldbook:D01703	differential detector	rdfs:label		doi:10.1351/pac199365040819	goldbook
differential diffusion coefficient	goldbook:D01704	differential diffusion coefficient	rdfs:label		doi:10.1351/pac197231040577	goldbook
differential molar energy of adsorption	goldbook:D01705	differential molar energy of adsorption	rdfs:label		doi:10.1351/pac197231040577	goldbook
DSC	goldbook:D01708	differential scanning calorimetry	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
differential scanning calorimetry	goldbook:D01708	differential scanning calorimetry	rdfs:label		doi:10.1351/pac198557111737	goldbook
differential viscosity	goldbook:D01710	differential viscosity	rdfs:label		doi:10.1351/pac197951051213	goldbook
diffraction	goldbook:D01711	diffraction	rdfs:label		doi:10.1351/pac199062112167	goldbook
diffraction analysis	goldbook:D01712	diffraction analysis	rdfs:label		doi:10.1351/pac199062112167	goldbook
diffused junction semiconductor detector	goldbook:D01713	diffused junction semiconductor detector	rdfs:label		doi:10.1351/pac198254081533	goldbook
Gouy layer	goldbook:D01714	diffuse layer	oboInOwl:hasRelatedSynonym			goldbook
diffuse layer	goldbook:D01714	diffuse layer	rdfs:label		doi:10.1351/pac197231040577,doi:10.1351/pac198355081251	goldbook
diffuser	goldbook:D01715	diffuser	rdfs:label		doi:10.1351/pac199062112167	goldbook
diffusion	goldbook:D01716	diffusion	rdfs:label		doi:10.1351/pac199062112167	goldbook
diffusional transition	goldbook:D01717	diffusional transition	rdfs:label		doi:10.1351/pac199466030577	goldbook
diffusion battery	goldbook:D01718	diffusion battery	rdfs:label		doi:10.1351/pac199062112167	goldbook
diffusion-controlled current	goldbook:D01722	diffusion current	oboInOwl:hasRelatedSynonym			goldbook
diffusion current	goldbook:D01722	diffusion current	rdfs:label		doi:10.1351/pac198557101491	goldbook
diffusion current constant	goldbook:D01723	diffusion current constant	rdfs:label		doi:10.1351/pac198557101491	goldbook
concentration boundary layer	goldbook:D01725	diffusion layer	oboInOwl:hasRelatedSynonym			goldbook
diffusion layer	goldbook:D01725	diffusion layer	rdfs:label		doi:10.1351/pac198153101827	goldbook
diffusion layer thickness	goldbook:D01726	diffusion layer thickness	rdfs:label		doi:10.1351/pac197437040499	goldbook
diffusionless transition	goldbook:D01728	diffusionless transition	rdfs:label		doi:10.1351/pac199466030577	goldbook
diffusion potential	goldbook:D01729	diffusion potential	rdfs:label		doi:10.1351/pac198153101827	goldbook
dihedral angle	goldbook:D01730	dihedral angle	rdfs:label		doi:10.1351/pac199668122193	goldbook
dilatancy	goldbook:D01732	dilatancy	rdfs:label		doi:10.1351/pac197951051213	goldbook
dilatational transition	goldbook:D01733	dilational transition	oboInOwl:hasRelatedSynonym			goldbook
dilational transition	goldbook:D01733	dilational transition	rdfs:label		doi:10.1351/pac199466030577	goldbook
cosolvent	goldbook:D01735	diluent	oboInOwl:hasRelatedSynonym			goldbook
diluent	goldbook:D01735	diluent	rdfs:label		doi:10.1351/pac199365112373	goldbook
diluent gas	goldbook:D01736	diluent gas	rdfs:label		doi:10.1351/pac199062112167	goldbook
diluter	goldbook:D01738	diluter	rdfs:label		doi:10.1351/pac198961091657	goldbook
dilute solution	goldbook:D01739	dilute solution	rdfs:label		doi:10.1351/pac199466030533	goldbook
dilution rate	goldbook:D01740	dilution rate	rdfs:label		doi:10.1351/pac199264010143	goldbook
dimension	goldbook:D01741	dimension	rdfs:label		doi:10.1351/pac199668040957	goldbook
dimensionless quantities	goldbook:D01742	dimensionless quantities	rdfs:label		doi:10.1351/pac199668040957	goldbook
dimeric ion	goldbook:D01743	dimeric ion	rdfs:label		doi:10.1351/pac199163101541	goldbook
dimerization	goldbook:D01744	dimerization	rdfs:label		doi:10.1351/pac199466051077	goldbook
di-π-methane rearrangement	goldbook:D01745	di-π-methane rearrangement	rdfs:label		doi:10.1351/pac200779030293	goldbook
ET-value	goldbook:D01746	Dimroth–Reichardt <em>E</em><sub>T</sub> parameter	oboInOwl:hasRelatedSynonym			goldbook
Dimroth–Reichardt <em>E</em><sub>T</sub> parameter	goldbook:D01746	Dimroth–Reichardt <em>E</em><sub>T</sub> parameter	rdfs:label		doi:10.1351/pac199466051077	goldbook
semiconductor laser	goldbook:D01747	diode laser	oboInOwl:hasRelatedSynonym			goldbook
diode laser	goldbook:D01747	diode laser	rdfs:label		doi:10.1351/pac199567111913	goldbook
diols	goldbook:D01748	diols	rdfs:label		doi:10.1351/pac199567081307	goldbook
diosphenols	goldbook:D01749	diosphenols	rdfs:label		doi:10.1351/pac199567081307	goldbook
dioxin	goldbook:D01750	dioxin	rdfs:label		doi:10.1351/pac199062112167	goldbook
polar aprotic solvent	goldbook:D01751	dipolar aprotic solvent	oboInOwl:hasRelatedSynonym			goldbook
dipolar aprotic solvent	goldbook:D01751	dipolar aprotic solvent	rdfs:label		doi:10.1351/pac199466051077	goldbook
dipolar bond	goldbook:D01752	dipolar bond	rdfs:label		doi:10.1351/pac199466051077	goldbook
dipolar compounds	goldbook:D01753	dipolar compounds	rdfs:label		doi:10.1351/pac199567081307	goldbook
dipolar mechanism	goldbook:D01756	dipolar mechanism	rdfs:label		doi:10.1351/pac199668122223	goldbook
dipole–dipole interaction	goldbook:D01758	dipole–dipole interaction	rdfs:label		doi:10.1351/pac199466051077	goldbook
dipyrrins	goldbook:D01763	dipyrrins	rdfs:label		doi:10.1351/pac199567081307	goldbook
diradicals	goldbook:D01765	diradicals	rdfs:label		doi:10.1351/pac199567081307	goldbook
direct amplification	goldbook:D01766	direct amplification	rdfs:label		doi:10.1351/pac198254122553	goldbook
direct current	goldbook:D01767	direct current	rdfs:label		doi:10.1351/pac198557101491	goldbook
direct fission yield	goldbook:D01769	direct fission yield	rdfs:label		doi:10.1351/pac198254081533	goldbook
batch injection calorimetry	goldbook:D01771	direct-injection enthalpimetry	oboInOwl:hasRelatedSynonym			goldbook
concentration thermometric technique	goldbook:D01771	direct-injection enthalpimetry	oboInOwl:hasRelatedSynonym			goldbook
direct thermometric method	goldbook:D01771	direct-injection enthalpimetry	oboInOwl:hasRelatedSynonym			goldbook
direct-injection enthalpimetry	goldbook:D01771	direct-injection enthalpimetry	rdfs:label		doi:10.1351/pac199466122487	goldbook
direct radiochemical isotope dilution analysis	goldbook:D01772	direct isotope dilution analysis	oboInOwl:hasRelatedSynonym			goldbook
direct isotope dilution analysis	goldbook:D01772	direct isotope dilution analysis	rdfs:label		doi:10.1351/pac199466122513	goldbook
direct reaction	goldbook:D01773	direct reaction	rdfs:label		doi:10.1351/pac199668010149	goldbook
direct transfer gas flow system	goldbook:D01775	direct transfer gas flow system	rdfs:label		doi:10.1351/pac199264020261	goldbook
disaccharides	goldbook:D01776	disaccharides	rdfs:label		doi:10.1351/pac199567081307	goldbook
discomfort threshold	goldbook:D01777	discomfort threshold	rdfs:label		doi:10.1351/pac199062112167	goldbook
discontinuous analyser	goldbook:D01778	discontinuous analyser	rdfs:label		doi:10.1351/pac199062112167	goldbook
discontinuous indication	goldbook:D01779	discontinuous indication	rdfs:label		doi:10.1351/pac199062112167	goldbook
discontinuous measuring cell	goldbook:D01780	discontinuous measuring cell	rdfs:label		doi:10.1351/pac199062112167	goldbook
discontinuous precipitation	goldbook:D01782	discontinuous precipitation	rdfs:label		doi:10.1351/pac199466030577	goldbook
discriminator	goldbook:D01785	discriminator	rdfs:label		doi:10.1351/pac198254081533	goldbook
disjoining pressure	goldbook:D01790	disjoining pressure	rdfs:label		doi:10.1351/pac197231040577	goldbook
dispenser	goldbook:D01792	dispenser	rdfs:label		doi:10.1351/pac198961091657	goldbook
dispersion	goldbook:D01794	dispersion	rdfs:label		doi:10.1351/pac199062112167	goldbook
displacement chromatography	goldbook:D01797	displacement chromatography	rdfs:label		doi:10.1351/pac199365040819	goldbook
displacive transition	goldbook:D01798	displacive transition	rdfs:label		doi:10.1351/pac199466030577	goldbook
dismutation	goldbook:D01799	disproportionation	oboInOwl:hasRelatedSynonym			goldbook
disproportionation	goldbook:D01799	disproportionation	rdfs:label		doi:10.1351/pac199466051077	goldbook
dissociation	goldbook:D01801	dissociation	rdfs:label		doi:10.1351/pac199466051077	goldbook
dissociative chemisorption	goldbook:D01803	dissociative adsorption	oboInOwl:hasRelatedSynonym			goldbook
dissociative adsorption	goldbook:D01803	dissociative adsorption	rdfs:label		doi:10.1351/pac197646010071	goldbook
dissociative ionization	goldbook:D01804	dissociative ionization	rdfs:label		doi:10.1351/pac199163101541	goldbook
dissociative surface reaction	goldbook:D01805	dissociative surface reaction	rdfs:label		doi:10.1351/pac197646010071	goldbook
dissolution	goldbook:D01806	dissolution	rdfs:label		doi:10.1351/pac199466030577	goldbook
distonic radical cation	goldbook:D01809	distonic radical cation	rdfs:label		doi:10.1351/pac199466051077	goldbook
distribution	goldbook:D01811	distribution	rdfs:label		doi:10.1351/pac199365112373	goldbook
distribution constant	goldbook:D01814	distribution constant	rdfs:label		doi:10.1351/pac199365040819	goldbook
distribution coefficient	goldbook:D01817	distribution ratio	oboInOwl:hasRelatedSynonym			goldbook
extraction coefficient	goldbook:D01817	distribution ratio	oboInOwl:hasRelatedSynonym			goldbook
scrubbing coefficient	goldbook:D01817	distribution ratio	oboInOwl:hasRelatedSynonym			goldbook
stripping coefficient	goldbook:D01817	distribution ratio	oboInOwl:hasRelatedSynonym			goldbook
distribution ratio	goldbook:D01817	distribution ratio	rdfs:label		doi:10.1351/pac199365112373,doi:10.1351/pac199668040957	goldbook
diterpenoids	goldbook:D01820	diterpenoids	rdfs:label		doi:10.1351/pac199567081307	goldbook
diurnal variation	goldbook:D01822	diurnal variation	rdfs:label		doi:10.1351/pac199062112167	goldbook
dividing surface	goldbook:D01823	dividing surface	rdfs:label		doi:10.1351/pac199668010149	goldbook
DM-interference	goldbook:D01824	DM-interference	rdfs:label		doi:10.1351/pac198855030553	goldbook
DNA	goldbook:D01826	DNA probe	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
DNA probe	goldbook:D01826	DNA probe	rdfs:label		doi:10.1351/pac199264010143	goldbook
Dobson unit	goldbook:D01827	Dobson unit	rdfs:label		doi:10.1351/pac199062112167	goldbook
<i>dodecahedro</i>-	goldbook:D01828	<i>dodecahedro</i>-	rdfs:label		doi:10.1515/pac-2014-0718	goldbook
Donnan potential	goldbook:D01830	Donnan emf	oboInOwl:hasRelatedSynonym			goldbook
Donnan emf	goldbook:D01830	Donnan emf	rdfs:label		doi:10.1351/pac197231040577	goldbook
Donnan equilibrium	goldbook:D01831	Donnan equilibrium	rdfs:label		doi:10.1351/pac197231040577	goldbook
DN	goldbook:D01833	donor number	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
donor number	goldbook:D01833	donor number	rdfs:label		doi:10.1351/pac199466051077	goldbook
doping	goldbook:D01834	doping	rdfs:label		doi:10.1351/pac199163091227	goldbook
Doppler broadening	goldbook:D01835	Doppler broadening	rdfs:label		doi:10.1351/pac198557101453	goldbook
dosage	goldbook:D01837	dosage	rdfs:label		doi:10.1351/pac199062112167	goldbook
dose	goldbook:D01839	dose	rdfs:label		doi:10.1351/pac198254081533	goldbook
dose equivalent	goldbook:D01841	dose equivalent	rdfs:label		doi:10.1351/pac199668040957	goldbook
double escape peak	goldbook:D01843	double escape peak	rdfs:label		doi:10.1351/pac198254081533	goldbook
double-focusing mass spectrograph	goldbook:D01844	double-focusing mass spectrograph	rdfs:label		doi:10.1351/pac199163101541	goldbook
double-focusing mass spectrometer	goldbook:D01845	double-focusing mass spectrometer	rdfs:label		doi:10.1351/pac199163101541	goldbook
double-layer current	goldbook:D01847	double-layer current	rdfs:label		doi:10.1351/pac198557101491	goldbook
double-strand chain	goldbook:D01849	double-strand chain	rdfs:label		doi:10.1351/pac199668122287	goldbook
double-strand copolymer	goldbook:D01850	double-strand copolymer	rdfs:label		doi:10.1351/pac199668122287	goldbook
double-strand macromolecule	goldbook:D01851	double-strand macromolecule	rdfs:label		doi:10.1351/pac199668122287	goldbook
double-strand polymer	goldbook:D01852	double-strand polymer	rdfs:label		doi:10.1351/pac199668122287	goldbook
doublet state	goldbook:D01853	doublet state	rdfs:label		doi:10.1351/pac199668122223	goldbook
double-wavelength spectroscopy	goldbook:D01854	double-wavelength spectroscopy	rdfs:label		doi:10.1351/pac198860091449	goldbook
doubling time	goldbook:D01855	doubling time	rdfs:label		doi:10.1351/pac199264010143	goldbook
down-time	goldbook:D01857	down-time	rdfs:label		doi:10.1351/pac198961091657	goldbook
downwash	goldbook:D01858	downwash	rdfs:label		doi:10.1351/pac199062112167	goldbook
drift	goldbook:D01859	drift	rdfs:label		doi:10.1351/pac198961091657	goldbook
affinity	goldbook:D01860	driving force	oboInOwl:hasRelatedSynonym			goldbook
driving force	goldbook:D01860	driving force	rdfs:label		doi:10.1351/pac199466051077	goldbook
droplet	goldbook:D01861	droplet	rdfs:label		doi:10.1351/pac199062112167	goldbook
drop time	goldbook:D01862	drop time	rdfs:label		doi:10.1351/pac198557101491	goldbook
drug	goldbook:D01863	drug	rdfs:label		doi:10.1351/pac199365092003	goldbook
dry bulb temperature	goldbook:D01864	dry bulb temperature	rdfs:label		doi:10.1351/pac199062112167	goldbook
drying agent	goldbook:D01865	drying agent	rdfs:label		doi:10.1351/pac199062112167	goldbook
dual substituent-parameter equation	goldbook:D01866	dual substituent-parameter equation	rdfs:label		doi:10.1351/pac199466051077	goldbook
dust	goldbook:D01867	dust	rdfs:label		doi:10.1351/pac199062112167	goldbook
dust collector	goldbook:D01868	dust collector	rdfs:label		doi:10.1351/pac199062112167	goldbook
dust fall	goldbook:D01869	dust fall	rdfs:label		doi:10.1351/pac199062112167	goldbook
dye laser	goldbook:D01870	dye laser	rdfs:label		doi:10.1351/pac199668122223	goldbook
dynamic field mass spectrometer	goldbook:D01871	dynamic fields mass spectrometer	oboInOwl:hasRelatedSynonym			goldbook
dynamic fields mass spectrometer	goldbook:D01871	dynamic fields mass spectrometer	oboInOwl:hasRelatedSynonym			goldbook
dynamic fields mass spectrometer	goldbook:D01871	dynamic fields mass spectrometer	rdfs:label		doi:10.1351/pac199163101541	goldbook
dynamic range	goldbook:D01874	dynamic range	rdfs:label		doi:10.1351/pac199062112167	goldbook
