identifier	name	definition	synonyms	alts	parents	species
crn	L-Carnitine			bigg.metabolite:crn_m		
crn	L-Carnitine			bigg.metabolite:crn_e		
crnDcoa	D-carnitinyl-CoA			bigg.metabolite:crnDcoa_c		
crn__D	D-Carnitine			bigg.metabolite:crn_DASH_D_e|bigg.metabolite:crn__D_e		
crn__D	D-Carnitine			bigg.metabolite:crn_DASH_D_c|bigg.metabolite:crn_D_c|bigg.metabolite:crn__D_c		
crn__D	D-Carnitine			bigg.metabolite:crn_DASH_D_p|bigg.metabolite:crn_D_p|bigg.metabolite:crn__D_p		
crncoa	L-Carnitinyl-CoA			bigg.metabolite:crncoa_c		
cro2	Chromite			bigg.metabolite:cro2_e		
cro2	Chromite			bigg.metabolite:cro2_c		
cro2	Chromite			bigg.metabolite:cro2_p		
cro4	Chromate			bigg.metabolite:cro4_e		
cro4	Chromate			bigg.metabolite:cro4_c		
cro4	Chromate			bigg.metabolite:cro4_p		
crpxan	Alpha-Cryptoxanthin			bigg.metabolite:crpxan_u		
crtn	Creatinine			bigg.metabolite:crtn_e		
crtn	Creatinine			bigg.metabolite:crtn_c		
crtn	Creatinine			bigg.metabolite:crtn_p		
crtsl	Crtsl c			bigg.metabolite:crtsl_e		
crtsl	Crtsl c			bigg.metabolite:crtsl_m		
crtsl	Crtsl c			bigg.metabolite:crtsl_c		
